<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.04	16:40:00	4509.31	4514.94	4505.14	4514.43	1879	0	29
2026.06.04	16:45:00	4514.55	4515.29	4507.40	4509.97	1869	0	29
2026.06.04	16:50:00	4510.01	4512.31	4497.76	4498.55	1910	0	29
2026.06.04	16:55:00	4498.68	4502.95	4495.41	4495.79	1913	0	29
2026.06.04	17:00:00	4495.76	4499.90	4494.52	4495.37	1924	0	29
2026.06.04	17:05:00	4495.51	4499.82	4487.96	4489.98	1859	0	29
2026.06.04	17:10:00	4489.97	4492.23	4486.03	4487.69	1857	0	29
2026.06.04	17:15:00	4487.64	4493.72	4485.46	4487.67	1710	0	29
2026.06.04	17:20:00	4487.59	4489.42	4484.44	4485.16	1747	0	29
2026.06.04	17:25:00	4485.15	4487.85	4483.98	4486.14	1715	0	29
2026.06.04	17:30:00	4486.30	4486.71	4481.48	4484.20	1762	0	29
2026.06.04	17:35:00	4484.25	4484.27	4477.65	4480.21	1750	0	29
2026.06.04	17:40:00	4480.10	4480.69	4472.31	4474.81	1759	0	29
2026.06.04	17:45:00	4474.81	4475.46	4465.07	4466.42	1771	0	29
2026.06.04	17:50:00	4466.41	4470.29	4457.29	4463.98	1974	0	29
2026.06.04	17:55:00	4463.79	4466.24	4460.22	4465.83	1797	0	29
2026.06.04	18:00:00	4465.83	4470.62	4463.82	4470.36	1691	0	29
2026.06.04	18:05:00	4470.36	4472.47	4467.20	4470.31	1541	0	29
2026.06.04	18:10:00	4470.32	4474.70	4470.05	4471.90	1636	0	29
2026.06.04	18:15:00	4471.89	4473.97	4471.29	4473.35	1407	0	29
2026.06.04	18:20:00	4473.29	4473.82	4470.69	4470.75	1287	0	29
2026.06.04	18:25:00	4470.74	4472.17	4469.15	4470.91	1391	0	29
2026.06.04	18:30:00	4470.84	4472.77	4469.67	4471.84	1441	0	29
2026.06.04	18:35:00	4471.88	4477.26	4471.07	4477.04	1361	0	29
2026.06.04	18:40:00	4477.05	4477.26	4471.12	4472.61	1149	0	29
2026.06.04	18:45:00	4472.60	4475.77	4470.01	4474.38	1299	0	29
2026.06.04	18:50:00	4474.37	4478.91	4474.37	4477.96	1365	0	29
2026.06.04	18:55:00	4477.96	4478.67	4476.38	4477.38	1224	0	29
2026.06.04	19:00:00	4477.37	4478.74	4476.11	4476.33	1320	0	29
2026.06.04	19:05:00	4476.35	4482.75	4475.29	4482.60	1357	0	29
2026.06.04	19:10:00	4482.51	4484.10	4479.09	4479.10	1393	0	29
2026.06.04	19:15:00	4479.05	4484.72	4479.05	4483.34	1273	0	29
2026.06.04	19:20:00	4483.34	4484.76	4480.25	4484.23	1238	0	29
2026.06.04	19:25:00	4484.23	4485.05	4482.40	4483.49	1009	0	29
2026.06.04	19:30:00	4483.51	4484.00	4479.72	4480.62	1555	0	29
2026.06.04	19:35:00	4480.63	4483.47	4480.31	4481.91	1368	0	29
2026.06.04	19:40:00	4481.91	4482.92	4481.05	4481.44	1155	0	29
2026.06.04	19:45:00	4481.43	4483.41	4480.33	4481.62	1179	0	29
2026.06.04	19:50:00	4481.52	4482.40	4480.51	4481.76	1133	0	29
2026.06.04	19:55:00	4481.76	4483.92	4481.63	4482.74	1224	0	29
2026.06.04	20:00:00	4482.75	4482.75	4480.50	4481.35	1159	0	29
2026.06.04	20:05:00	4481.35	4482.06	4479.53	4479.56	968	0	29
2026.06.04	20:10:00	4479.35	4480.48	4476.03	4476.03	1168	0	29
2026.06.04	20:15:00	4476.14	4476.25	4474.10	4475.50	1116	0	29
2026.06.04	20:20:00	4475.50	4475.98	4474.07	4475.37	1010	0	29
2026.06.04	20:25:00	4475.36	4479.33	4475.34	4476.80	1236	0	29
2026.06.04	20:30:00	4476.89	4481.48	4476.71	4479.96	1133	0	29
2026.06.04	20:35:00	4480.00	4480.52	4477.66	4478.03	1163	0	29
2026.06.04	20:40:00	4477.83	4478.31	4476.07	4476.74	1174	0	29
2026.06.04	20:45:00	4476.73	4478.97	4476.71	4478.60	986	0	29
2026.06.04	20:50:00	4478.62	4480.30	4478.17	4478.39	1029	0	29
2026.06.04	20:55:00	4478.39	4478.71	4477.56	4478.14	1026	0	29
2026.06.04	21:00:00	4478.05	4480.21	4476.58	4477.14	991	0	29
2026.06.04	21:05:00	4477.12	4478.02	4476.32	4477.40	969	0	29
2026.06.04	21:10:00	4477.42	4479.30	4477.16	4478.96	967	0	29
2026.06.04	21:15:00	4478.97	4479.22	4477.37	4478.71	944	0	29
2026.06.04	21:20:00	4478.72	4480.52	4478.18	4480.15	999	0	29
2026.06.04	21:25:00	4480.15	4481.00	4477.33	4478.11	1054	0	29
2026.06.04	21:30:00	4477.91	4477.91	4473.33	4473.74	1108	0	29
2026.06.04	21:35:00	4473.74	4474.12	4472.72	4473.65	1065	0	29
2026.06.04	21:40:00	4473.67	4474.60	4473.21	4474.26	932	0	29
2026.06.04	21:45:00	4474.32	4476.30	4473.79	4475.36	902	0	29
2026.06.04	21:50:00	4475.37	4479.42	4475.37	4478.02	918	0	29
2026.06.04	21:55:00	4478.13	4478.65	4476.71	4478.08	996	0	29
2026.06.04	22:00:00	4478.08	4483.35	4478.03	4481.40	1069	0	29
2026.06.04	22:05:00	4481.40	4481.43	4477.50	4478.37	948	0	29
2026.06.04	22:10:00	4478.38	4478.52	4476.15	4478.12	1007	0	29
2026.06.04	22:15:00	4478.12	4479.26	4477.66	4478.64	882	0	29
2026.06.04	22:20:00	4478.62	4479.37	4477.88	4479.22	778	0	29
2026.06.04	22:25:00	4479.22	4480.17	4478.69	4480.08	906	0	29
2026.06.04	22:30:00	4480.09	4480.34	4477.92	4478.67	881	0	29
2026.06.04	22:35:00	4478.68	4479.40	4477.51	4479.05	893	0	29
2026.06.04	22:40:00	4479.06	4480.19	4477.37	4478.02	952	0	29
2026.06.04	22:45:00	4477.89	4478.48	4476.79	4478.37	877	0	29
2026.06.04	22:50:00	4478.33	4478.72	4477.01	4478.22	1269	0	29
2026.06.04	22:55:00	4478.22	4482.33	4477.04	4480.73	1497	0	29
2026.06.04	23:00:00	4480.74	4481.63	4479.09	4479.66	933	0	29
2026.06.04	23:05:00	4479.58	4480.15	4478.76	4479.36	730	0	29
2026.06.04	23:10:00	4479.36	4479.92	4477.77	4477.77	723	0	29
2026.06.04	23:15:00	4477.82	4479.06	4477.61	4477.68	546	0	29
2026.06.04	23:20:00	4477.67	4478.15	4476.98	4477.68	539	0	29
2026.06.04	23:25:00	4477.68	4478.00	4476.62	4477.70	524	0	29
2026.06.04	23:30:00	4477.62	4477.62	4475.50	4475.86	559	0	34
2026.06.04	23:35:00	4475.83	4476.27	4475.12	4476.14	504	0	34
2026.06.04	23:40:00	4476.15	4477.32	4475.11	4475.12	528	0	34
2026.06.04	23:45:00	4475.11	4475.72	4474.31	4474.69	573	0	34
2026.06.04	23:50:00	4474.76	4475.86	4474.56	4475.75	483	0	34
2026.06.04	23:55:00	4475.71	4475.71	4474.43	4475.55	335	0	34
2026.06.05	01:00:00	4476.79	4476.79	4473.01	4473.72	749	0	34
2026.06.05	01:05:00	4473.74	4476.16	4473.70	4474.97	463	0	34
2026.06.05	01:10:00	4474.96	4476.09	4474.01	4475.28	698	0	34
2026.06.05	01:15:00	4475.26	4478.51	4474.50	4477.92	701	0	34
2026.06.05	01:20:00	4477.94	4479.26	4477.38	4479.22	807	0	34
2026.06.05	01:25:00	4479.23	4480.81	4477.84	4478.85	795	0	34
2026.06.05	01:30:00	4478.87	4481.47	4477.80	4478.08	907	0	29
2026.06.05	01:35:00	4478.10	4479.90	4477.52	4479.10	707	0	29
2026.06.05	01:40:00	4479.13	4479.54	4475.22	4475.22	922	0	29
2026.06.05	01:45:00	4475.17	4476.18	4472.32	4473.61	763	0	29
2026.06.05	01:50:00	4473.60	4474.08	4469.65	4469.65	869	0	29
2026.06.05	01:55:00	4469.63	4471.89	4468.84	4469.61	1027	0	29
2026.06.05	02:00:00	4469.79	4471.29	4464.18	4469.96	1246	0	29
2026.06.05	02:05:00	4469.97	4473.18	4466.89	4471.51	1041	0	29
2026.06.05	02:10:00	4471.51	4473.98	4470.61	4470.92	832	0	29
2026.06.05	02:15:00	4470.92	4471.38	4469.19	4469.87	797	0	29
2026.06.05	02:20:00	4469.87	4471.97	4466.64	4471.41	978	0	29
2026.06.05	02:25:00	4471.41	4473.31	4468.19	4469.12	804	0	29
2026.06.05	02:30:00	4469.12	4469.54	4463.99	4465.60	850	0	29
2026.06.05	02:35:00	4465.62	4466.65	4462.59	4463.60	886	0	29
2026.06.05	02:40:00	4463.62	4464.90	4462.01	4463.18	856	0	29
2026.06.05	02:45:00	4463.20	4463.92	4460.48	4463.87	1033	0	29
2026.06.05	02:50:00	4463.93	4465.88	4463.08	4464.23	1093	0	29
2026.06.05	02:55:00	4464.23	4464.78	4461.15	4461.62	1115	0	29
2026.06.05	03:00:00	4461.60	4463.89	4459.45	4462.14	1517	0	29
2026.06.05	03:05:00	4462.08	4464.93	4459.76	4461.17	1439	0	29
2026.06.05	03:10:00	4461.19	4462.48	4454.42	4455.32	1468	0	29
2026.06.05	03:15:00	4455.22	4457.45	4452.03	4452.24	1572	0	29
2026.06.05	03:20:00	4452.24	4455.58	4450.62	4454.32	1432	0	29
2026.06.05	03:25:00	4454.31	4457.61	4452.96	4457.44	1409	0	29
2026.06.05	03:30:00	4457.45	4461.01	4456.17	4460.38	1250	0	29
2026.06.05	03:35:00	4460.55	4466.84	4460.54	4464.13	1381	0	29
2026.06.05	03:40:00	4464.15	4466.17	4462.80	4463.10	1248	0	29
2026.06.05	03:45:00	4463.10	4466.29	4461.32	4461.49	1270	0	29
2026.06.05	03:50:00	4461.48	4465.59	4460.90	4465.08	1187	0	29
2026.06.05	03:55:00	4465.07	4465.07	4458.47	4459.21	1396	0	29
2026.06.05	04:00:00	4459.27	4467.01	4452.86	4466.35	1995	0	29
2026.06.05	04:05:00	4466.13	4469.93	4463.42	4464.50	1823	0	29
2026.06.05	04:10:00	4464.68	4465.22	4459.93	4460.05	1732	0	29
2026.06.05	04:15:00	4460.02	4464.82	4457.57	4463.19	1750	0	29
2026.06.05	04:20:00	4463.16	4463.92	4454.00	4455.09	1750	0	29
2026.06.05	04:25:00	4454.86	4459.52	4449.28	4458.63	1794	0	29
2026.06.05	04:30:00	4458.79	4459.64	4453.82	4453.99	1707	0	29
2026.06.05	04:35:00	4453.98	4456.49	4448.49	4449.56	1489	0	29
2026.06.05	04:40:00	4449.60	4451.33	4445.35	4446.00	1642	0	29
2026.06.05	04:45:00	4446.01	4449.50	4444.09	4446.51	1464	0	29
2026.06.05	04:50:00	4446.50	4450.57	4444.60	4450.36	1488	0	29
2026.06.05	04:55:00	4450.37	4450.68	4445.07	4446.74	1527	0	29
2026.06.05	05:00:00	4446.68	4450.94	4442.46	4449.35	1586	0	29
2026.06.05	05:05:00	4449.38	4449.64	4444.69	4447.87	1534	0	29
2026.06.05	05:10:00	4447.88	4450.47	4445.88	4449.41	1515	0	29
2026.06.05	05:15:00	4449.39	4450.55	4445.96	4447.52	1157	0	29
2026.06.05	05:20:00	4447.53	4453.15	4447.43	4452.93	1213	0	29
2026.06.05	05:25:00	4452.95	4454.90	4449.97	4451.19	1219	0	29
2026.06.05	05:30:00	4451.19	4451.73	4442.16	4444.91	1670	0	29
2026.06.05	05:35:00	4444.88	4446.65	4441.41	4445.15	1475	0	29
2026.06.05	05:40:00	4445.15	4445.16	4438.42	4442.86	1532	0	29
2026.06.05	05:45:00	4442.87	4447.24	4442.31	4445.56	1464	0	29
2026.06.05	05:50:00	4445.56	4449.87	4443.21	4443.22	1409	0	29
2026.06.05	05:55:00	4443.27	4443.86	4440.10	4440.52	1421	0	29
2026.06.05	06:00:00	4440.51	4441.19	4436.58	4438.42	1469	0	29
2026.06.05	06:05:00	4438.42	4440.51	4436.86	4439.96	1481	0	29
2026.06.05	06:10:00	4439.96	4440.91	4438.29	4440.89	1371	0	29
2026.06.05	06:15:00	4440.83	4443.81	4438.08	4438.72	1389	0	29
2026.06.05	06:20:00	4438.73	4438.95	4435.18	4437.29	1320	0	29
2026.06.05	06:25:00	4437.29	4439.07	4436.31	4436.72	1339	0	29
2026.06.05	06:30:00	4436.72	4441.58	4436.31	4439.71	1267	0	29
2026.06.05	06:35:00	4439.71	4441.20	4436.60	4440.65	1108	0	29
2026.06.05	06:40:00	4440.60	4442.33	4440.24	4440.85	988	0	29
2026.06.05	06:45:00	4440.85	4441.61	4439.95	4441.06	842	0	29
2026.06.05	06:50:00	4441.07	4442.24	4439.23	4440.54	958	0	29
2026.06.05	06:55:00	4440.57	4443.27	4440.56	4442.29	932	0	29
2026.06.05	07:00:00	4442.29	4444.58	4441.13	4442.49	1109	0	29
2026.06.05	07:05:00	4442.50	4443.69	4439.72	4440.60	1090	0	29
2026.06.05	07:10:00	4440.69	4441.63	4438.29	4441.54	1084	0	29
2026.06.05	07:15:00	4441.54	4443.74	4438.92	4439.21	1099	0	29
2026.06.05	07:20:00	4439.21	4441.68	4439.07	4439.73	868	0	29
2026.06.05	07:25:00	4439.75	4443.63	4439.39	4439.59	1131	0	29
2026.06.05	07:30:00	4439.60	4439.94	4437.52	4439.40	981	0	29
2026.06.05	07:35:00	4439.33	4441.64	4439.03	4441.56	952	0	29
2026.06.05	07:40:00	4441.56	4444.08	4439.25	4440.84	960	0	29
2026.06.05	07:45:00	4440.84	4442.25	4439.61	4441.06	885	0	29
2026.06.05	07:50:00	4441.05	4444.20	4440.89	4444.20	1071	0	29
2026.06.05	07:55:00	4444.19	4446.48	4443.97	4444.92	1041	0	29
2026.06.05	08:00:00	4444.92	4449.93	4443.19	4447.52	1345	0	29
2026.06.05	08:05:00	4447.52	4449.77	4447.06	4447.27	1133	0	29
2026.06.05	08:10:00	4447.27	4449.68	4446.42	4448.91	1090	0	29
2026.06.05	08:15:00	4448.92	4449.13	4444.14	4445.38	1081	0	29
2026.06.05	08:20:00	4445.38	4446.27	4442.19	4444.84	1048	0	29
2026.06.05	08:25:00	4444.84	4445.71	4444.11	4444.64	968	0	29
2026.06.05	08:30:00	4444.57	4445.93	4439.36	4442.63	1641	0	29
2026.06.05	08:35:00	4442.64	4447.91	4442.20	4445.62	1457	0	29
2026.06.05	08:40:00	4445.63	4446.68	4443.05	4443.68	1308	0	29
2026.06.05	08:45:00	4443.67	4448.20	4442.13	4447.58	1206	0	29
2026.06.05	08:50:00	4447.56	4447.88	4442.65	4443.57	1197	0	29
2026.06.05	08:55:00	4443.57	4444.83	4438.68	4439.91	1285	0	29
2026.06.05	09:00:00	4439.91	4442.57	4435.29	4437.47	1541	0	29
2026.06.05	09:05:00	4437.48	4441.36	4437.25	4440.30	1475	0	29
2026.06.05	09:10:00	4440.29	4441.91	4436.14	4436.48	1480	0	29
2026.06.05	09:15:00	4436.42	4437.09	4428.79	4436.59	1769	0	29
2026.06.05	09:20:00	4436.63	4445.25	4434.73	4444.04	1679	0	29
2026.06.05	09:25:00	4444.08	4446.35	4440.40	4442.29	1563	0	29
2026.06.05	09:30:00	4442.40	4448.29	4442.29	4446.63	1529	0	29
2026.06.05	09:35:00	4446.62	4450.00	4446.36	4448.32	1487	0	29
2026.06.05	09:40:00	4448.54	4449.02	4446.53	4448.43	1333	0	29
2026.06.05	09:45:00	4448.42	4455.99	4446.92	4453.59	1493	0	29
2026.06.05	09:50:00	4453.58	4456.17	4451.22	4451.25	1340	0	29
2026.06.05	09:55:00	4451.25	4453.54	4449.42	4452.82	1306	0	29
2026.06.05	10:00:00	4452.83	4455.88	4451.81	4454.57	1472	0	29
2026.06.05	10:05:00	4454.60	4458.23	4453.25	4457.29	1339	0	29
2026.06.05	10:10:00	4457.28	4463.25	4456.05	4458.44	1360	0	29
2026.06.05	10:15:00	4458.44	4463.99	4458.42	4461.75	1329	0	29
2026.06.05	10:20:00	4461.75	4465.71	4459.88	4464.07	1420	0	29
2026.06.05	10:25:00	4464.06	4467.33	4461.45	4467.15	1390	0	29
2026.06.05	10:30:00	4467.16	4467.17	4464.48	4466.05	1317	0	29
2026.06.05	10:35:00	4466.08	4466.09	4461.52	4461.99	1229	0	29
2026.06.05	10:40:00	4462.01	4465.80	4459.48	4462.05	1245	0	29
2026.06.05	10:45:00	4462.02	4464.26	4461.83	4462.69	1015	0	29
2026.06.05	10:50:00	4462.68	4465.02	4461.41	4461.81	1002	0	29
2026.06.05	10:55:00	4461.85	4462.78	4460.72	4460.89	1003	0	29
2026.06.05	11:00:00	4460.87	4463.35	4458.77	4461.55	1285	0	29
2026.06.05	11:05:00	4461.56	4462.45	4459.50	4460.66	1356	0	29
2026.06.05	11:10:00	4460.45	4461.77	4459.46	4461.05	1185	0	29
2026.06.05	11:15:00	4461.06	4463.42	4459.87	4462.97	1144	0	29
2026.06.05	11:20:00	4462.96	4465.51	4462.08	4463.78	1238	0	29
2026.06.05	11:25:00	4463.79	4466.97	4463.01	4466.97	1260	0	29
2026.06.05	11:30:00	4466.73	4468.19	4463.19	4463.28	1371	0	29
2026.06.05	11:35:00	4463.33	4463.77	4461.61	4461.86	1134	0	29
2026.06.05	11:40:00	4461.88	4463.31	4460.96	4461.77	1008	0	29
2026.06.05	11:45:00	4461.79	4464.44	4461.51	4463.45	880	0	29
2026.06.05	11:50:00	4463.45	4463.76	4462.03	4463.72	995	0	29
2026.06.05	11:55:00	4463.72	4463.73	4462.28	4462.73	806	0	29
2026.06.05	12:00:00	4462.74	4463.30	4460.97	4461.06	1083	0	29
2026.06.05	12:05:00	4461.02	4462.89	4459.72	4460.69	1014	0	29
2026.06.05	12:10:00	4460.68	4469.22	4458.87	4466.09	1422	0	29
2026.06.05	12:15:00	4466.04	4469.25	4464.17	4467.58	1560	0	29
2026.06.05	12:20:00	4467.59	4468.88	4466.43	4466.59	1305	0	29
2026.06.05	12:25:00	4466.61	4467.66	4462.04	4462.85	1284	0	29
2026.06.05	12:30:00	4462.85	4466.24	4459.31	4463.72	1432	0	29
2026.06.05	12:35:00	4463.67	4465.31	4462.58	4463.27	1058	0	29
2026.06.05	12:40:00	4463.33	4466.09	4463.24	4465.84	1019	0	29
2026.06.05	12:45:00	4465.89	4469.18	4465.05	4465.23	991	0	29
2026.06.05	12:50:00	4465.23	4465.80	4464.52	4465.46	877	0	29
2026.06.05	12:55:00	4465.44	4465.46	4462.60	4464.86	1034	0	29
2026.06.05	13:00:00	4464.86	4464.96	4463.10	4463.38	904	0	29
2026.06.05	13:05:00	4463.34	4464.79	4463.16	4464.76	849	0	29
2026.06.05	13:10:00	4464.74	4465.19	4463.47	4465.19	777	0	29
2026.06.05	13:15:00	4465.20	4465.91	4464.50	4465.43	806	0	29
2026.06.05	13:20:00	4465.44	4468.05	4465.33	4467.18	878	0	29
2026.06.05	13:25:00	4467.17	4467.19	4465.05	4465.93	786	0	29
2026.06.05	13:30:00	4465.93	4466.87	4462.64	4462.98	940	0	29
2026.06.05	13:35:00	4462.98	4464.07	4462.16	4463.26	885	0	29
2026.06.05	13:40:00	4463.25	4464.58	4461.90	4464.54	772	0	29
2026.06.05	13:45:00	4464.54	4467.29	4464.37	4466.71	995	0	29
2026.06.05	13:50:00	4466.72	4467.80	4465.67	4466.29	777	0	29
2026.06.05	13:55:00	4466.22	4466.90	4465.93	4466.75	798	0	29
2026.06.05	14:00:00	4466.35	4467.01	4463.53	4463.88	1079	0	29
2026.06.05	14:05:00	4463.90	4466.91	4463.27	4466.69	1017	0	29
2026.06.05	14:10:00	4466.66	4466.80	4461.09	4461.32	891	0	29
2026.06.05	14:15:00	4461.33	4463.44	4460.88	4461.69	1067	0	29
2026.06.05	14:20:00	4461.70	4463.79	4458.60	4461.56	1124	0	29
2026.06.05	14:25:00	4461.55	4466.01	4461.55	4465.99	1198	0	29
2026.06.05	14:30:00	4465.99	4467.14	4464.50	4465.15	1044	0	29
2026.06.05	14:35:00	4465.14	4466.89	4463.32	4463.40	1000	0	29
2026.06.05	14:40:00	4463.47	4465.69	4463.17	4464.85	983	0	29
2026.06.05	14:45:00	4464.92	4467.26	4464.07	4466.93	937	0	29
2026.06.05	14:50:00	4466.92	4475.24	4466.66	4472.01	1286	0	29
2026.06.05	14:55:00	4472.02	4472.49	4467.69	4470.17	1142	0	29
2026.06.05	15:00:00	4470.18	4470.79	4464.15	4465.26	1325	0	29
2026.06.05	15:05:00	4465.28	4468.09	4464.91	4467.88	1148	0	29
2026.06.05	15:10:00	4467.88	4471.00	4466.78	4469.30	1226	0	29
2026.06.05	15:15:00	4469.29	4473.71	4468.35	4472.85	1278	0	29
2026.06.05	15:20:00	4472.84	4475.66	4467.39	4468.37	1440	0	29
2026.06.05	15:25:00	4468.37	4468.96	4461.60	4464.97	1299	0	29
2026.06.05	15:30:00	4465.04	4465.56	4446.89	4452.95	2069	0	29
2026.06.05	15:35:00	4452.94	4453.87	4439.72	4443.89	1997	0	29
2026.06.05	15:40:00	4443.80	4448.13	4442.97	4446.01	1778	0	29
2026.06.05	15:45:00	4446.09	4449.00	4440.10	4440.17	1743	0	29
2026.06.05	15:50:00	4440.17	4440.66	4416.90	4416.90	1989	0	29
2026.06.05	15:55:00	4416.91	4419.92	4404.78	4406.07	2057	0	29
2026.06.05	16:00:00	4406.32	4418.40	4399.99	4411.75	2151	0	29
2026.06.05	16:05:00	4411.86	4419.66	4408.25	4416.28	1960	0	29
2026.06.05	16:10:00	4416.06	4420.57	4414.51	4418.40	1879	0	29
2026.06.05	16:15:00	4418.37	4420.87	4416.22	4417.63	1784	0	29
2026.06.05	16:20:00	4417.57	4420.26	4409.35	4409.84	1872	0	29
2026.06.05	16:25:00	4409.80	4414.91	4403.90	4404.41	1834	0	29
2026.06.05	16:30:00	4405.10	4409.46	4398.20	4404.93	2098	0	29
2026.06.05	16:35:00	4405.14	4405.14	4386.00	4392.10	2130	0	29
2026.06.05	16:40:00	4392.04	4398.13	4388.41	4389.41	2051	0	29
2026.06.05	16:45:00	4389.39	4391.03	4383.30	4383.69	2081	0	29
2026.06.05	16:50:00	4383.49	4388.07	4381.92	4385.10	2065	0	29
2026.06.05	16:55:00	4385.57	4385.67	4365.63	4365.72	2055	0	29
2026.06.05	17:00:00	4365.82	4379.15	4364.01	4372.02	2180	0	29
2026.06.05	17:05:00	4371.85	4377.16	4364.12	4374.61	2115	0	29
2026.06.05	17:10:00	4374.72	4377.25	4364.35	4366.18	2078	0	29
2026.06.05	17:15:00	4366.13	4370.10	4364.75	4369.27	1970	0	29
2026.06.05	17:20:00	4369.43	4370.07	4355.56	4357.54	2101	0	29
2026.06.05	17:25:00	4357.52	4361.37	4353.00	4361.03	2049	0	29
2026.06.05	17:30:00	4361.01	4363.92	4349.69	4353.15	2101	0	29
2026.06.05	17:35:00	4353.17	4354.58	4347.92	4348.53	2006	0	29
2026.06.05	17:40:00	4348.53	4350.48	4344.62	4349.21	1976	0	29
2026.06.05	17:45:00	4349.05	4359.40	4348.41	4356.42	1954	0	29
2026.06.05	17:50:00	4356.32	4367.11	4355.08	4362.99	1963	0	29
2026.06.05	17:55:00	4363.05	4370.02	4360.90	4369.61	1865	0	29
2026.06.05	18:00:00	4369.61	4372.55	4362.79	4368.33	1910	0	29
2026.06.05	18:05:00	4368.30	4369.27	4361.92	4362.03	1771	0	29
2026.06.05	18:10:00	4362.02	4362.13	4352.87	4352.87	1903	0	29
2026.06.05	18:15:00	4352.92	4355.91	4349.07	4355.08	1992	0	29
2026.06.05	18:20:00	4355.00	4357.50	4348.17	4352.69	1861	0	29
2026.06.05	18:25:00	4352.69	4355.21	4349.44	4351.77	1837	0	29
2026.06.05	18:30:00	4351.62	4354.82	4345.43	4346.89	1724	0	29
2026.06.05	18:35:00	4346.88	4349.49	4336.18	4339.99	1838	0	29
2026.06.05	18:40:00	4339.97	4341.45	4335.44	4338.72	1776	0	29
2026.06.05	18:45:00	4338.65	4340.97	4336.58	4339.11	1640	0	29
2026.06.05	18:50:00	4339.14	4341.84	4336.85	4340.90	1668	0	29
2026.06.05	18:55:00	4340.88	4341.40	4333.97	4335.46	1763	0	29
2026.06.05	19:00:00	4335.42	4338.80	4330.62	4334.12	1881	0	29
2026.06.05	19:05:00	4334.11	4334.11	4328.93	4332.80	1914	0	29
2026.06.05	19:10:00	4332.81	4337.93	4331.48	4333.52	1776	0	29
2026.06.05	19:15:00	4333.15	4333.28	4325.48	4330.60	1823	0	29
2026.06.05	19:20:00	4330.60	4330.68	4325.34	4328.52	1779	0	29
2026.06.05	19:25:00	4328.51	4333.78	4328.27	4329.63	1843	0	29
2026.06.05	19:30:00	4329.60	4330.05	4323.43	4328.69	1816	0	29
2026.06.05	19:35:00	4328.67	4332.20	4324.98	4331.69	1758	0	29
2026.06.05	19:40:00	4331.69	4332.03	4326.02	4327.77	1689	0	29
2026.06.05	19:45:00	4327.70	4334.30	4325.09	4333.93	1882	0	29
2026.06.05	19:50:00	4333.96	4338.61	4333.14	4338.05	1773	0	29
2026.06.05	19:55:00	4338.05	4344.89	4336.80	4344.51	1878	0	29
2026.06.05	20:00:00	4344.87	4346.89	4339.50	4344.13	1756	0	29
2026.06.05	20:05:00	4344.09	4344.09	4338.66	4339.11	1665	0	29
2026.06.05	20:10:00	4339.11	4341.63	4336.51	4339.55	1758	0	29
2026.06.05	20:15:00	4339.53	4342.23	4336.12	4338.51	1726	0	29
2026.06.05	20:20:00	4338.51	4341.56	4335.65	4339.07	1823	0	29
2026.06.05	20:25:00	4339.02	4342.92	4336.16	4342.39	1850	0	29
2026.06.05	20:30:00	4342.60	4343.77	4339.92	4343.03	1699	0	29
2026.06.05	20:35:00	4343.03	4345.26	4339.59	4345.08	1517	0	29
2026.06.05	20:40:00	4345.06	4347.30	4340.22	4341.15	1712	0	29
2026.06.05	20:45:00	4341.09	4342.83	4338.02	4339.99	1603	0	29
2026.06.05	20:50:00	4339.98	4343.62	4338.79	4343.41	1597	0	29
2026.06.05	20:55:00	4343.39	4343.59	4341.12	4341.70	1602	0	29
2026.06.05	21:00:00	4341.71	4342.07	4333.58	4333.58	1654	0	29
2026.06.05	21:05:00	4333.57	4334.15	4329.54	4329.96	1653	0	29
2026.06.05	21:10:00	4329.95	4331.59	4322.79	4322.79	1787	0	29
2026.06.05	21:15:00	4322.79	4326.67	4321.85	4326.10	1891	0	29
2026.06.05	21:20:00	4326.15	4330.35	4325.97	4327.26	1802	0	29
2026.06.05	21:25:00	4327.23	4327.98	4322.92	4325.89	1802	0	29
2026.06.05	21:30:00	4325.76	4326.92	4319.08	4324.99	1733	0	29
2026.06.05	21:35:00	4325.00	4325.81	4319.14	4320.26	1592	0	29
2026.06.05	21:40:00	4320.26	4321.22	4315.22	4318.02	1583	0	29
2026.06.05	21:45:00	4318.00	4321.72	4315.98	4321.59	1771	0	29
2026.06.05	21:50:00	4321.62	4321.62	4316.82	4320.60	1700	0	29
2026.06.05	21:55:00	4320.49	4326.11	4318.92	4322.31	1787	0	29
2026.06.05	22:00:00	4322.32	4323.77	4316.56	4320.76	1782	0	29
2026.06.05	22:05:00	4320.75	4321.04	4316.34	4319.78	1680	0	29
2026.06.05	22:10:00	4319.80	4320.02	4315.22	4315.31	1663	0	29
2026.06.05	22:15:00	4315.31	4318.75	4313.87	4318.33	1733	0	29
2026.06.05	22:20:00	4318.30	4321.43	4315.43	4319.10	1795	0	29
2026.06.05	22:25:00	4319.17	4324.18	4318.84	4323.79	1809	0	29
2026.06.05	22:30:00	4323.75	4325.02	4320.62	4322.83	1775	0	29
2026.06.05	22:35:00	4322.84	4324.73	4320.58	4322.19	1708	0	29
2026.06.05	22:40:00	4322.17	4322.26	4313.98	4318.72	1850	0	29
2026.06.05	22:45:00	4318.72	4321.97	4317.79	4320.71	1867	0	29
